Computer	Share	IsEveryoneAllowed	IsCurrentUserAllowed
ly083213.elal.co.il	C$	False	False
ly083213.elal.co.il	M$	False	False
ly083213.elal.co.il	print$	True	True
ly083455.elal.co.il	ADMIN$	False	False
ly083455.elal.co.il	C$	False	False
ly083282.elal.co.il	ADMIN$	False	False
ly083282.elal.co.il	C$	False	False
LY083310.elal.co.il	ADMIN$	False	False
LY083310.elal.co.il	C$	False	False
LY091320.elal.co.il	ADMIN$	False	False
LY091320.elal.co.il	C$	False	False
ly083345.elal.co.il	ADMIN$	False	False
ly083345.elal.co.il	C$	False	False
ly083458.elal.co.il	ADMIN$	False	False
ly083458.elal.co.il	C$	False	False
ly083458.elal.co.il	print$	True	True
LY087616.elal.co.il	ADMIN$	False	False
LY087616.elal.co.il	C$	False	False
ly083384.elal.co.il	ADMIN$	False	False
ly083384.elal.co.il	C$	False	False
ly083316.elal.co.il	ADMIN$	False	False
ly083316.elal.co.il	C$	False	False
ly083235.elal.co.il	ADMIN$	False	False
ly083235.elal.co.il	C$	False	False
ly083235.elal.co.il	print$	True	True
ly083334.elal.co.il	ADMIN$	False	False
ly083334.elal.co.il	C$	False	False
ly083474.elal.co.il	ADMIN$	False	False
ly083474.elal.co.il	C$	False	False
LY083222.elal.co.il	ADMIN$	False	False
LY083222.elal.co.il	C$	False	False
ly083289.elal.co.il	ADMIN$	False	False
ly083289.elal.co.il	C$	False	False
ly083289.elal.co.il	print$	True	True
ly082708.elal.co.il	ADMIN$	False	False
ly082708.elal.co.il	C$	False	False
ly083251.elal.co.il	ADMIN$	False	False
ly083251.elal.co.il	C$	False	False
ly097932.elal.co.il	ADMIN$	False	False
ly097932.elal.co.il	C$	False	False
ly099766.elal.co.il	ADMIN$	False	False
ly099766.elal.co.il	C$	False	False
ly099766.elal.co.il	print$	True	True
ly097927.elal.co.il	ADMIN$	False	False
ly097927.elal.co.il	C$	False	False
ly083408.elal.co.il	ADMIN$	False	False
ly083408.elal.co.il	C$	False	False
ly083408.elal.co.il	print$	True	True
ly083241.elal.co.il	ADMIN$	False	False
ly083241.elal.co.il	C$	False	False
ly083241.elal.co.il	print$	True	True
ly083472.elal.co.il	ADMIN$	False	False
ly083472.elal.co.il	C$	False	False
LY083355.elal.co.il	ADMIN$	False	False
LY083355.elal.co.il	C$	False	False
LY083355.elal.co.il	print$	True	True
ly090934.elal.co.il	ADMIN$	False	False
ly090934.elal.co.il	C$	False	False
LY091234.elal.co.il	ADMIN$	False	False
LY091234.elal.co.il	C$	False	False
ly083255.elal.co.il	ADMIN$	False	False
ly083255.elal.co.il	C$	False	False
ly083255.elal.co.il	M$	False	False
LY083434.elal.co.il	ADMIN$	False	False
LY083434.elal.co.il	C$	False	False
LY083434.elal.co.il	print$	True	True
ly083462.elal.co.il	ADMIN$	False	False
ly083462.elal.co.il	C$	False	False
ly083160.elal.co.il	ADMIN$	False	False
ly083160.elal.co.il	C$	False	False
ly083391.elal.co.il	ADMIN$	False	False
ly083391.elal.co.il	C$	False	False
LY083406.elal.co.il	ADMIN$	False	False
LY083406.elal.co.il	C$	False	False
LY083406.elal.co.il	print$	True	True
ly097928.elal.co.il	ADMIN$	False	False
ly097928.elal.co.il	C$	False	False
ly083364.elal.co.il	ADMIN$	False	False
ly083364.elal.co.il	C$	False	False
ly083364.elal.co.il	print$	True	True
ly083466.elal.co.il	ADMIN$	False	False
ly083466.elal.co.il	C$	False	False
ly083463.elal.co.il	ADMIN$	False	False
ly083463.elal.co.il	C$	False	False
ly083463.elal.co.il	print$	True	True
ly083326.elal.co.il	ADMIN$	False	False
ly083326.elal.co.il	C$	False	False
ly083446.elal.co.il	ADMIN$	False	False
ly083446.elal.co.il	C$	False	False
ly083487.elal.co.il	ADMIN$	False	False
ly083487.elal.co.il	C$	False	False
LY090604.elal.co.il	ADMIN$	False	False
LY090604.elal.co.il	C$	False	False
ly095746.elal.co.il	ADMIN$	False	False
ly095746.elal.co.il	C$	False	False
LY087223.elal.co.il	ADMIN$	False	False
LY087223.elal.co.il	C$	False	False
LY087148.elal.co.il	ADMIN$	False	False
LY087148.elal.co.il	C$	False	False
LY094478.elal.co.il	ADMIN$	False	False
LY094478.elal.co.il	C$	False	False
LY094478.elal.co.il	print$	True	True
ly083429.elal.co.il	ADMIN$	False	False
ly083429.elal.co.il	C$	False	False
ly083436.elal.co.il	ADMIN$	False	False
ly083436.elal.co.il	C$	False	False
ly083475.elal.co.il	ADMIN$	False	False
ly083475.elal.co.il	C$	False	False
ly095740.elal.co.il	ADMIN$	False	False
ly095740.elal.co.il	C$	False	False
ly095815.elal.co.il	ADMIN$	False	False
ly095815.elal.co.il	C$	False	False
ly096393.elal.co.il	ADMIN$	False	False
ly096393.elal.co.il	C$	False	False
ly094259.elal.co.il	ADMIN$	False	False
ly094259.elal.co.il	C$	False	False
IIS-SUPERSTAR.elal.co.il	ADMIN$	False	False
IIS-SUPERSTAR.elal.co.il	C$	False	False
IIS-SUPERSTAR.elal.co.il	D	True	True
IIS-SUPERSTAR.elal.co.il	D$	False	False
IIS-SUPERSTAR.elal.co.il	DBBackups	True	True
IIS-SUPERSTAR.elal.co.il	E$	False	False
IIS-SUPERSTAR.elal.co.il	FTP-SuperstarHolidays-Amadeus$	False	False
IIS-SUPERSTAR.elal.co.il	print$	True	True
APP-PRT-01.elal.co.il	ADMIN$	False	False
APP-PRT-01.elal.co.il	C$	False	False
APP-PRT-01.elal.co.il	FtpMail$	True	True
APP-PRT-01.elal.co.il	print$	True	True
APP-PRT-01.elal.co.il	prnproc$	True	True
APP-PRT-01.elal.co.il	Samsung_Printer$	True	True
STX-03.elal.co.il	ADMIN$	False	False
STX-03.elal.co.il	C$	False	False
STX-03.elal.co.il	D$	False	False
STX-03.elal.co.il	SITATEX Binaries	True	True
STX-03.elal.co.il	SITATEX SharedData	True	True
SQL-WFO-TEST.elal.co.il	ADMIN$	False	False
SQL-WFO-TEST.elal.co.il	C$	False	False
SQL-WFO-TEST.elal.co.il	CommonDBShare	True	True
SQL-WFO-TEST.elal.co.il	ContactDataMigration	False	False
SQL-WFO-TEST.elal.co.il	E$	False	False
SQL-WFO-TEST.elal.co.il	F$	False	False
SQL-WFO-TEST.elal.co.il	G$	False	False
SQL-WFO-TEST.elal.co.il	I$	False	False
SQL-WFO-TEST.elal.co.il	K$	False	False
SQL-WFO-TEST.elal.co.il	L$	False	False
SQL-WFO-TEST.elal.co.il	SR$	False	False
SQL-WFO-TEST.elal.co.il	SRShare$	False	False
SQL-WFO-TEST.elal.co.il	UserDict	True	True
ly090524.elal.co.il	ADMIN$	False	False
ly090524.elal.co.il	C$	False	False
SQL-WFO-01.elal.co.il	ADMIN$	False	False
SQL-WFO-01.elal.co.il	ASI$	False	False
SQL-WFO-01.elal.co.il	C$	False	False
SQL-WFO-01.elal.co.il	CommonDBShare	True	True
SQL-WFO-01.elal.co.il	ContactDataMigration	True	True
SQL-WFO-01.elal.co.il	CSI$	False	False
SQL-WFO-01.elal.co.il	E$	False	False
SQL-WFO-01.elal.co.il	Export$	False	False
SQL-WFO-01.elal.co.il	F$	False	False
SQL-WFO-01.elal.co.il	GSI$	False	False
SQL-WFO-01.elal.co.il	I$	False	False
SQL-WFO-01.elal.co.il	Impact360$	False	False
SQL-WFO-01.elal.co.il	IMPACT~1$	False	False
SQL-WFO-01.elal.co.il	Import$	False	False
SQL-WFO-01.elal.co.il	Import-GSI_TRAININGS-error$	False	False
SQL-WFO-01.elal.co.il	K$	False	False
SQL-WFO-01.elal.co.il	L$	False	False
SQL-WFO-01.elal.co.il	SpeechExport	True	True
SQL-WFO-01.elal.co.il	SR$	False	False
SQL-WFO-01.elal.co.il	SRShare$	False	False
SQL-WFO-01.elal.co.il	UserDict	True	True
SQL-CLUBS-CL.elal.co.il	ClusterStorage$	False	False
APP-PRT-LEGACY.elal.co.il	ADMIN$	False	False
APP-PRT-LEGACY.elal.co.il	C$	False	False
APP-PRT-LEGACY.elal.co.il	print$	True	True
IIS-LAN-TEST-02.elal.co.il	ADMIN$	False	False
IIS-LAN-TEST-02.elal.co.il	C$	False	False
IIS-LAN-TEST-02.elal.co.il	D$	False	False
IIS-LAN-TEST-02.elal.co.il	E$	False	False
IIS-LAN-TEST-02.elal.co.il	print$	True	True
IIS-LAN-TEST-02.elal.co.il	w3app$	False	False
IIS-LAN-TEST-02.elal.co.il	w3appBackups$	False	False
KMS-01.elal.co.il	ADMIN$	False	False
KMS-01.elal.co.il	C$	False	False
KMS-01.elal.co.il	D$	False	False
KMS-01.elal.co.il	print$	True	True
SQL-TEST-09.elal.co.il	ADMIN$	False	False
SQL-TEST-09.elal.co.il	Backup	False	False
SQL-TEST-09.elal.co.il	C$	False	False
SQL-TEST-09.elal.co.il	D$	False	False
SQL-TEST-09.elal.co.il	E$	False	False
SQL-TEST-09.elal.co.il	print$	True	True
SQL-TEST-09.elal.co.il	T$	False	False
SQL-TEST-09.elal.co.il	TMP$	False	False
SQL-CLUBS-DEV.elal.co.il	ADMIN$	False	False
SQL-CLUBS-DEV.elal.co.il	BackupD$	False	False
SQL-CLUBS-DEV.elal.co.il	C$	False	False
SQL-CLUBS-DEV.elal.co.il	D$	False	False
SQL-CLUBS-DEV.elal.co.il	E$	False	False
SQL-CLUBS-DEV.elal.co.il	F$	False	False
SQL-CLUBS-DEV.elal.co.il	G$	False	False
SQL-CLUBS-DEV.elal.co.il	print$	True	True
IIS-LAN-TEST-01.elal.co.il	ADMIN$	False	False
IIS-LAN-TEST-01.elal.co.il	C$	False	False
IIS-LAN-TEST-01.elal.co.il	COVID19CUATPCUSTOMERCREDIT$	False	False
IIS-LAN-TEST-01.elal.co.il	D$	False	False
IIS-LAN-TEST-01.elal.co.il	E$	False	False
IIS-LAN-TEST-01.elal.co.il	EmployeeDetailsUpdatePortal-Server$	False	False
IIS-LAN-TEST-01.elal.co.il	print$	True	True
IIS-LAN-TEST-01.elal.co.il	w3app$	False	False
IIS-LAN-TEST-01.elal.co.il	w3appBackups$	False	False
fs-archive.elal.co.il	storage-temp$	False	False
fs-archive.elal.co.il	sap-basis$	False	False
fs-archive.elal.co.il	comas$	False	False
fs-archive.elal.co.il	Pst_2_Helpdesk$	False	False
fs-archive.elal.co.il	Eng-Records$	False	False
fs-archive.elal.co.il	Eng-Records-LinescansforFD$	False	False
fs-archive.elal.co.il	Eng-Records-LinescansAfterUpload$	False	False
fs-archive.elal.co.il	migration-vnx-archive-fs-archive$	False	False
fs-archive.elal.co.il	C$	False	False
RAMA-OLAP-01.elal.co.il	ADMIN$	False	False
RAMA-OLAP-01.elal.co.il	C$	False	False
RAMA-OLAP-01.elal.co.il	D$	False	False
RAMA-OLAP-01.elal.co.il	E$	False	False
RAMA-OLAP-01.elal.co.il	F$	False	False
RAMA-OLAP-01.elal.co.il	G$	False	False
RAMA-OLAP-01.elal.co.il	print$	True	True
MSG-1A-TEST.elal.co.il	ADMIN$	False	False
MSG-1A-TEST.elal.co.il	C$	False	False
MSG-1A-TEST.elal.co.il	D$	False	False
IIS-HARMONY-CLK.elal.co.il	ADMIN$	False	False
IIS-HARMONY-CLK.elal.co.il	C$	False	False
IIS-HARMONY-CLK.elal.co.il	D$	False	False
IIS-HARMONY-CLK.elal.co.il	E$	False	False
IIS-HARMONY-CLK.elal.co.il	emp	True	True
IIS-HARMONY-CLK.elal.co.il	Harmony8	False	False
IIS-HARMONY-CLK.elal.co.il	Katit	False	False
IIS-HARMONY-CLK.elal.co.il	katit$	True	True
IIS-HARMONY-CLK.elal.co.il	print$	True	True
IIS-HARMONY-CLK.elal.co.il	s	False	False
IIS-HARMONY-CLK.elal.co.il	Synel	False	False
IIS-PUSH-03.elal.co.il	ADMIN$	False	False
IIS-PUSH-03.elal.co.il	C$	False	False
IIS-PUSH-03.elal.co.il	D$	False	False
IIS-PUSH-03.elal.co.il	E$	False	False
IIS-PUSH-03.elal.co.il	print$	True	True
RM-CARGO-DEV.elal.co.il	ADMIN$	False	False
RM-CARGO-DEV.elal.co.il	C$	False	False
RM-CARGO-DEV.elal.co.il	D$	False	False
IIS-SP13-LAN-03.elal.co.il	ADMIN$	False	False
IIS-SP13-LAN-03.elal.co.il	Analytics_14384180-7363-4620-8cc1-febd78f2c860	False	False
IIS-SP13-LAN-03.elal.co.il	Analytics_360156cf-6ae2-47b1-b25d-0cdc8d5d9d64	False	False
IIS-SP13-LAN-03.elal.co.il	C$	False	False
IIS-SP13-LAN-03.elal.co.il	club-in-moked-test80	False	False
IIS-SP13-LAN-03.elal.co.il	club-in-test80	False	False
IIS-SP13-LAN-03.elal.co.il	D$	False	False
IIS-SP13-LAN-03.elal.co.il	gthrsvc_14384180-7363-4620-8cc1-febd78f2c860-crawl-0	False	False
IIS-SP13-LAN-03.elal.co.il	gthrsvc_360156cf-6ae2-47b1-b25d-0cdc8d5d9d64-crawl-0	False	False
IIS-SP13-LAN-03.elal.co.il	Installations	False	False
IIS-SP13-LAN-03.elal.co.il	Matrix.Elal.Club	True	True
IIS-SP13-LAN-03.elal.co.il	nintex	True	True
IIS-SP13-LAN-03.elal.co.il	print$	True	True
IIS-SP13-LAN-03.elal.co.il	sp_LOGS	True	True
IIS-SP13-LAN-03.elal.co.il	Thesaurus	False	False
AIRRM-APP-TEST.elal.co.il	ADMIN$	False	False
AIRRM-APP-TEST.elal.co.il	Airrm_TestArchive_appServer	True	True
AIRRM-APP-TEST.elal.co.il	C$	False	False
AIRRM-APP-TEST.elal.co.il	D$	False	False
AIRRM-APP-TEST.elal.co.il	E$	False	False
AIRRM-APP-TEST.elal.co.il	G$	False	False
AIRRM-APP-TEST.elal.co.il	Incoming-FFT$	False	False
AIRRM-APP-TEST.elal.co.il	PSS	True	True
mssql.elal.co.il	MSBACKUP$	False	False
mssql.elal.co.il	Vault1	False	False
mssql.elal.co.il	MSBACKUP-Yaniv$	False	False
mssql.elal.co.il	migration-vnx-mssql-fs-sql-02$	False	False
mssql.elal.co.il	C$	False	False
IIS-MARLOG.elal.co.il	ADMIN$	False	False
IIS-MARLOG.elal.co.il	BeewenWMS-client$	False	False
IIS-MARLOG.elal.co.il	C$	False	False
IIS-MARLOG.elal.co.il	ContainersBackup$	False	False
IIS-MARLOG.elal.co.il	D$	False	False
IIS-MARLOG.elal.co.il	E$	False	False
IIS-SP13-FE-02.elal.co.il	ADMIN$	False	False
IIS-SP13-FE-02.elal.co.il	Analytics_e0f44ecf-e9ee-459e-b702-06d158fc7021	False	False
IIS-SP13-FE-02.elal.co.il	C$	False	False
IIS-SP13-FE-02.elal.co.il	D$	False	False
IIS-SP13-FE-02.elal.co.il	E$	False	False
IIS-SP13-FE-02.elal.co.il	print$	True	True
SQL-CLUBS-TEST.elal.co.il	ADMIN$	False	False
SQL-CLUBS-TEST.elal.co.il	BackupD$	False	False
SQL-CLUBS-TEST.elal.co.il	C$	False	False
SQL-CLUBS-TEST.elal.co.il	D$	False	False
SQL-CLUBS-TEST.elal.co.il	E$	False	False
SQL-CLUBS-TEST.elal.co.il	F$	False	False
SQL-CLUBS-TEST.elal.co.il	G$	False	False
SQL-CLUBS-TEST.elal.co.il	MSSQL	True	True
SQL-CLUBS-TEST.elal.co.il	print$	True	True
SQL-MARLOG.elal.co.il	ADMIN$	False	False
SQL-MARLOG.elal.co.il	C$	False	False
SQL-MARLOG.elal.co.il	D$	False	False
SQL-MARLOG.elal.co.il	E$	False	False
SQL-MARLOG.elal.co.il	F$	False	False
SQL-SP13-01.elal.co.il	ADMIN$	False	False
SQL-SP13-01.elal.co.il	Backup$	False	False
SQL-SP13-01.elal.co.il	C$	False	False
SQL-SP13-01.elal.co.il	D$	False	False
SQL-SP13-01.elal.co.il	E$	False	False
SQL-SP13-01.elal.co.il	F$	False	False
SQL-SP13-01.elal.co.il	G$	False	False
SQL-SP13-01.elal.co.il	print$	True	True
RAMA-DB-TEST.elal.co.il	ADMIN$	False	False
RAMA-DB-TEST.elal.co.il	C$	False	False
RAMA-DB-TEST.elal.co.il	D$	False	False
RAMA-DB-TEST.elal.co.il	E$	False	False
RAMA-DB-TEST.elal.co.il	F$	False	False
RAMA-DB-TEST.elal.co.il	G$	False	False
RAMA-DB-TEST.elal.co.il	Share	False	False
RAMA-DB-TEST.elal.co.il	T$	False	False
OTOT-02.elal.co.il	ADMIN$	False	False
OTOT-02.elal.co.il	C$	False	False
OTOT-02.elal.co.il	D$	False	False
OTOT-02.elal.co.il	Mimshak-Murshim$	False	False
OTOT-02.elal.co.il	print$	True	True
SQL-SUPERSTAR.elal.co.il	ADMIN$	False	False
SQL-SUPERSTAR.elal.co.il	C$	False	False
SQL-SUPERSTAR.elal.co.il	D$	False	False
SQL-SUPERSTAR.elal.co.il	E$	False	False
SQL-SUPERSTAR.elal.co.il	F$	False	False
SCHED-BATA.elal.co.il	ADMIN$	False	False
SCHED-BATA.elal.co.il	C$	False	False
SCHED-BATA.elal.co.il	D$	False	False
SCHED-BATA.elal.co.il	print$	True	True
IIS-BILLGATE-01.elal.co.il	ADMIN$	False	False
IIS-BILLGATE-01.elal.co.il	C$	False	False
IIS-BILLGATE-01.elal.co.il	D$	False	False
IIS-BILLGATE-01.elal.co.il	E$	False	False
IIS-BILLGATE-01.elal.co.il	print$	True	True
RS-02.elal.co.il	AA$	False	False
RS-02.elal.co.il	admin	False	False
RS-02.elal.co.il	ADMIN$	False	False
RS-02.elal.co.il	C$	False	False
RS-02.elal.co.il	D$	False	False
RS-02.elal.co.il	E$	False	False
RS-02.elal.co.il	SubscriptionsFiles	False	False
RS-02.elal.co.il	Z$	False	False
AEROBYTES.elal.co.il	ADMIN$	False	False
AEROBYTES.elal.co.il	Aerobytes$	False	False
AEROBYTES.elal.co.il	Archive	False	False
AEROBYTES.elal.co.il	Archive$	False	False
AEROBYTES.elal.co.il	C$	False	False
AEROBYTES.elal.co.il	D$	False	False
AEROBYTES.elal.co.il	E$	False	False
AEROBYTES.elal.co.il	FlightsImport$	False	False
AEROBYTES.elal.co.il	FOQA-SPI-FILES$	False	False
AEROBYTES.elal.co.il	Replayed-Raw-Data$	False	False
IIS-WFO-01.elal.co.il	ADMIN$	False	False
IIS-WFO-01.elal.co.il	C$	False	False
IIS-WFO-01.elal.co.il	E$	False	False
IIS-WFO-01.elal.co.il	export	False	False
IIS-WFO-01.elal.co.il	K$	False	False
JBOSS-MGT-TST.elal.co.il	ADMIN$	False	False
JBOSS-MGT-TST.elal.co.il	C$	False	False
JBOSS-MGT-TST.elal.co.il	D$	False	False
JBOSS-MGT-TST.elal.co.il	print$	True	True
SQL-39.elal.co.il	ADMIN$	False	False
SQL-39.elal.co.il	C$	False	False
SQL-39.elal.co.il	D$	False	False
SQL-39.elal.co.il	E$	False	False
SQL-39.elal.co.il	F$	False	False
IIS-ISUFIT-01.elal.co.il	ADMIN$	False	False
IIS-ISUFIT-01.elal.co.il	C$	False	False
IIS-ISUFIT-01.elal.co.il	D$	False	False
IIS-ISUFIT-01.elal.co.il	E$	False	False
IIS-ISUFIT-01.elal.co.il	ISFT_Boris$	False	False
IIS-ISUFIT-01.elal.co.il	Isufit	False	False
IIS-ISUFIT-01.elal.co.il	Isufit_Aruhot	False	False
IIS-ISUFIT-01.elal.co.il	nochehut karka	False	False
IIS-ISUFIT-01.elal.co.il	Temp	True	True
SQL-CLUBS-04.elal.co.il	ADMIN$	False	False
SQL-CLUBS-04.elal.co.il	Backup	True	True
SQL-CLUBS-04.elal.co.il	C$	False	False
SQL-CLUBS-04.elal.co.il	D$	False	False
SQL-CLUBS-04.elal.co.il	E$	False	False
SQL-CLUBS-04.elal.co.il	F$	False	False
SQL-CLUBS-04.elal.co.il	G$	False	False
SQL-CLUBS-04.elal.co.il	H$	False	False
SQL-CLUBS-04.elal.co.il	I$	False	False
SQL-CLUBS-04.elal.co.il	J$	False	False
SQL-CLUBS-04.elal.co.il	K$	False	False
SQL-CLUBS-04.elal.co.il	L$	False	False
SQL-CLUBS-04.elal.co.il	print$	True	True
SQL-CLUBS-04.elal.co.il	Sql_logs$	False	False
SQL-CLUBS-04.elal.co.il	{3C4373E4-D104-4494-BF48-266D0D63C96E}$	True	True
AZURE-CONNECTOR.elal.co.il	ADMIN$	False	False
AZURE-CONNECTOR.elal.co.il	C$	False	False
AZURE-CONNECTOR.elal.co.il	print$	True	True
SQL-CLUBS-03.elal.co.il	ADMIN$	False	False
SQL-CLUBS-03.elal.co.il	Backup	False	False
SQL-CLUBS-03.elal.co.il	C$	False	False
SQL-CLUBS-03.elal.co.il	D$	False	False
SQL-CLUBS-03.elal.co.il	E$	False	False
SQL-CLUBS-03.elal.co.il	F$	False	False
SQL-CLUBS-03.elal.co.il	G$	False	False
SQL-CLUBS-03.elal.co.il	H$	False	False
SQL-CLUBS-03.elal.co.il	I$	False	False
SQL-CLUBS-03.elal.co.il	J$	False	False
SQL-CLUBS-03.elal.co.il	K$	False	False
SQL-CLUBS-03.elal.co.il	L$	False	False
SQL-CLUBS-03.elal.co.il	Sql_logs$	False	False
IIS-SP13-LAN-04.elal.co.il	ADMIN$	False	False
IIS-SP13-LAN-04.elal.co.il	Analytics_11269720-1ebe-457b-8135-9cd3a6749d3e	False	False
IIS-SP13-LAN-04.elal.co.il	C$	False	False
IIS-SP13-LAN-04.elal.co.il	club-in-moked80	False	False
IIS-SP13-LAN-04.elal.co.il	club-in80	False	False
IIS-SP13-LAN-04.elal.co.il	D$	False	False
IIS-SP13-LAN-04.elal.co.il	Drop	False	False
IIS-SP13-LAN-04.elal.co.il	gthrsvc_11269720-1ebe-457b-8135-9cd3a6749d3e-crawl-3	False	False
IIS-SP13-LAN-04.elal.co.il	Matrix.Elal.Club	True	True
IIS-SP13-LAN-04.elal.co.il	print$	True	True
